序号,代码,名称,最新价,涨跌幅,接待机构数量,接待方式,接待人员,接待地点,接待日期,公告日期
318,002372,伟星新材,12.2,-0.08,2,特定对象调研,"谭梅,李晓明,章佳佳,陈银琼",公司会议室,2025-01-17,2025-01-18
319,002372,伟星新材,12.2,-0.08,2,特定对象调研,"谭梅,章佳佳,陈银琼",公司会议室,2025-01-15,2025-01-18
320,300930,屹通新材,26.82,-0.45,1,特定对象调研,"副总经理、董事会秘书 李辉,财务部 唐政",公司5楼会议室,2025-01-16,2025-01-18
321,688686,奥普特,91.8,5.94,33,"线上会议,券商策略会,现场参观","副总经理、董事会秘书 许学亮,证券事务代表 余丽",广东省东莞市长安镇长安兴发南路66号之一、线上会议,2025-01-16,2025-01-17
322,688401,路维光电,28.63,6.19,32,"分析师会议,电话会议","董事、财务总监 刘鹏,投资者关系 刘文鑫",进门财经,2025-01-15,2025-01-17
323,688008,澜起科技,72.61,0.36,31,"特定对象调研,券商策略会,电话会议",公司董事会秘书 傅晓等,"券商策略会现场、公司会议室,部分通过电话会议形式接待调研",2025-01-15,2025-01-17
324,600926,杭州银行,14.66,-0.27,26,特定对象调研,"资产负债管理部负责人,公司金融部负责人,零售金融部负责人,小微金融部负责人,资金营运中心负责人,证券事务代表",线上交流,2025-01-14,2025-01-17
325,600664,哈药股份,3.91,2.09,23,分析师会议,"副总裁、财务负责人、董事会秘书 孟晓东,董事会办公室主任、证券事务代表 马昆宇",电话会议,2025-01-16,2025-01-17
326,000417,合百集团,5.74,4.17,18,"特定对象调研,电话会议,线上交流","董事会秘书 杨志春,证券事务代表 胡楠楠",公司会议室,2025-01-16,2025-01-17
327,002244,滨江集团,9.22,4.89,18,电话会议,"董事、副总裁、财务总监、董事会秘书 沈伟东,证券事务代表 李耿瑾",公司会议室,2025-01-16,2025-01-17
328,688332,中科蓝讯,131.69,-0.69,15,特定对象调研,"副总经理、董事会秘书 张仕兵,董事会办公室主任 曹卉,证券事务代表 刘懿瑶",深圳市中科蓝讯科技股份有限公司大会议室,2025-01-13,2025-01-17
329,688515,裕太微,106.09,2.98,14,公司现场接待,董事会秘书 王文倩,公司会议室,2025-01-15,2025-01-17
330,002688,金河生物,4.47,1.13,12,路演活动,董事、董事会秘书 路漫漫,线上电话交流,2025-01-16,2025-01-17
331,831832,科达自控,29.4,3.89,11,分析师会议,"董事长 付国军,董事会秘书 任建英",线上会议,2025-01-16,2025-01-17
332,600855,航天长峰,11.51,4.26,10,现场参观,"航天长峰董事会秘书 刘大军,航天长峰证券事务部部长(证代) 童伟",北京市海淀区永定路甲51号航天长峰大楼,2025-01-15,2025-01-17
333,688789,宏华数科,69.82,2.87,10,"特定对象调研,现场参观","董事会秘书 俞建利,证券事务代表 胡静",公司会议室,2025-01-15,2025-01-17
334,688389,普门科技,14.93,1.91,9,"特定对象调研,现场参观","董事、总经理 胡明龙,董事会秘书 路曼,证券事务专员 翟柔媚",普门科技总部大厦会议室,2025-01-15,2025-01-17
335,300350,华鹏飞,5.54,2.4,8,"特定对象调研,现场","董事会秘书 程渝淇,证券事务代表 张磊,证券事务助理 汪泳展",公司会议室,2025-01-16,2025-01-17
336,603060,国检集团,7.3,1.39,8,公司线上接待,"国检集团副总经理、董事会秘书 宋开森,证券事务代表 庄伟",,2025-01-16,2025-01-17
337,002906,华阳集团,34.8,2.05,8,"特定对象调研,现场调研","证券事务代表 陈静霞,证券专员 邱晓彤",广东省惠州市东江高新科技产业园上霞北路1号华阳工业园A区集团办公大楼,2025-01-15,2025-01-17
338,301196,唯科科技,35.58,-0.14,7,"特定对象调研,现场参观,电话会议","董事会秘书、副总经理 罗建文,证券事务代表 魏贞",公司会议室,2025-01-15,2025-01-17
339,300686,智动力,9.34,1.63,6,"特定对象调研,现场参观","副总经理、董事会秘书 方江,证券事务代表 鄢芷",东莞智动力电子科技有限公司办公楼一楼会议室,2025-01-16,2025-01-17
340,002020,京新药业,12.27,-1.68,6,特定对象调研,董秘 洪贇飞,杭州总部会议室,2025-01-14,2025-01-17
341,688306,均普智能,10.48,0.0,6,"特定对象调研,现场参观","董办负责人 柴俊,投资者关系总监 刘睿",浙江宁波清逸路99号4号楼,2025-01-13,2025-01-17
342,603338,浙江鼎力,67.95,1.01,5,公司现场接待,"总经理 许仲,董事会秘书 梁金",公司会议室,2025-01-17,2025-01-17
343,300806,斯迪克,18.17,7.07,5,特定对象调研,"董事长、总经理 金闯,董事、财务总监、董事会秘书 吴江,证券事务代表 金丹丹",泗洪经济开发区双洋西路6号,2025-01-15,2025-01-17
344,603383,顶点软件,41.27,0.66,5,"特定对象调研,现场会议",董秘 赵伟,公司会议室,2025-01-14,2025-01-17
345,301001,凯淳股份,36.95,-0.59,4,特定对象调研,董事会秘书 钱燕,公司会议室,2025-01-16,2025-01-17
346,301600,慧翰股份,187.76,0.3,4,"特定对象调研,现场参观,电话会议","冯静,潘敏涛,金少明",1#楼5层会议室(一),2025-01-16,2025-01-17
347,688708,佳驰科技,59.53,-0.1,4,特定对象调研,"董事会秘书 卢肖,证券事务代表 杨柳青",佳驰科技会议室,2025-01-16,2025-01-17
348,002171,楚江新材,8.38,0.6,4,现场参观,"楚江新材董事会秘书 姜鸿文,楚江新材证券事务代表 李旭,楚江新材IR专员 吴寒",安徽楚江科技新材料股份有限公司,2025-01-15,2025-01-17
349,688787,海天瑞声,127.51,2.43,4,电话会议,董事会秘书 张哲,线上交流,2025-01-15,2025-01-17
350,000625,长安汽车,14.18,4.73,3,特定对象调研,证券事务代表 揭中华,公司会议室,2025-01-17,2025-01-17
351,002534,西子洁能,12.9,1.74,3,"特定对象调研,线上交流会","董事会秘书 鲍瑾,投资者关系管理专员 孟雪瑶",公司会议室,2025-01-17,2025-01-17
352,300772,运达股份,12.75,-0.16,3,特定对象调研,"董事会秘书、副总经理 魏敏,投资者关系经理 葛伟威",运达股份会议室,2025-01-17,2025-01-17
353,688102,斯瑞新材,9.4,0.0,3,"特定对象调研,现场参观,现场","董事会秘书 徐润升,证券事务代表 王磊",公司会议室,2025-01-15,2025-01-17
354,002626,金达威,14.66,0.34,2,特定对象调研,"副总经理、董事会秘书 洪彦,证券事务专员 林洁,证券事务专员 张燕婷",公司会议室,2025-01-17,2025-01-17
355,601121,宝地矿业,6.33,0.16,2,特定对象调研,"董事会秘书 王江朋,证券事务部副主任 苏坤",公司15楼会议室,2025-01-17,2025-01-17
356,301358,湖南裕能,41.0,-6.84,2,电话会议,"董事、常务副总经理、董事会秘书 汪咏梅,证券事务代表 何美萱",电话会议,2025-01-16,2025-01-17
357,688393,安必平,21.6,8.16,2,现场参观,证券事务代表 杜坤,公司会议室,2025-01-16,2025-01-17
358,832225,利通科技,12.16,0.66,2,"特定对象调研,现场参观,线上交流",董事会秘书 何军,公司会议室、线上交流,2025-01-16,2025-01-17
359,002966,苏州银行,7.6,-1.43,2,"特定对象调研,现场会议","董事会秘书 朱敏军,计划财务部总经理助理 沈若弢,风险管理部、董事会办公室相关人员",苏州银行总行12楼会议室,2025-01-15,2025-01-17
360,603383,顶点软件,41.27,0.66,2,"特定对象调研,现场会议",董秘 赵伟,公司会议室,2025-01-08,2025-01-17
361,002859,洁美科技,20.07,-0.05,1,特定对象调研,董事、董事会秘书 张君刚,浙江省杭州市拱墅区大关路100号绿地中央广场10幢24层会议室,2025-01-17,2025-01-17
362,003002,壶化股份,23.0,-0.17,1,"特定对象调研,线下调研","董事会秘书,证券事务代表",公司会议室,2025-01-17,2025-01-17
363,301028,东亚机械,11.15,-0.62,1,"特定对象调研,现场参观","董事会秘书 韩文浩,证券事务代表 许志涌",厦门东亚机械工业股份有限公司,2025-01-17,2025-01-17
364,603383,顶点软件,41.27,0.66,1,"特定对象调研,现场会议",董秘 赵伟,公司会议室,2025-01-17,2025-01-17
365,688059,华锐精密,49.04,3.24,1,特定对象调研,董事会秘书、财务总监 段艳兰,株洲市芦淞区创业二路68号,2025-01-17,2025-01-17
366,000001,平安银行,11.43,0.44,1,"特定对象调研,实地会议",,深圳,2025-01-16,2025-01-17
367,002115,三维通信,7.45,4.2,1,特定对象调研,"董事会秘书 任锋,投资者关系专员 瞿奕诚",三维大厦2楼会议室,2025-01-16,2025-01-17
368,002275,桂林三金,13.86,1.09,1,"特定对象调研,线上交流","桂林三金董秘 李春,桂林三金证代 朱烨",会议室,2025-01-16,2025-01-17
369,002927,泰永长征,13.39,3.72,1,"特定对象调研,现场会议","董事会秘书、财务负责人 韩海凤,证券事务代表 周小菡",深圳市南山区高新中一道长园新材料港F栋4楼会议室,2025-01-16,2025-01-17
370,603383,顶点软件,41.27,0.66,1,"特定对象调研,现场会议",董秘 赵伟,公司会议室,2025-01-13,2025-01-17
371,836699,海达尔,47.96,3.36,64,"特定对象调研,投资者线上交流会",董事会秘书 朱丽娜,线上会议,2025-01-14,2025-01-16
372,833394,民士达,24.6,0.82,58,"特定对象调研,线上会议","董事会秘书 鞠成峰,证券专员 孔如意",线上调研,2025-01-14,2025-01-16
373,002429,兆驰股份,5.57,-0.71,46,现场调研,"兆驰股份董事长 顾伟,兆驰股份副总裁、兆驰晶显董事长 何胜斌,兆驰股份副总裁、兆驰半导体总裁 金从龙,兆驰半导体CTO 胡加辉,兆驰晶显总经理 张海波,兆驰瑞谷总经理 黄建辉,兆驰瑞谷副总经理 殷瑞麟,兆驰股份副总经理、董事会秘书 单华锦等",南昌,2025-01-14,2025-01-16
374,001322,箭牌家居,7.73,1.31,41,线上会议,副总经理、董事会秘书 杨伟华,佛山市顺德区乐从镇创兴一路1号箭牌总部大厦,2025-01-16,2025-01-16
375,834599,同力股份,14.15,0.5,39,特定对象调研,公司董事会秘书 杨鹏,线上交流会,2025-01-14,2025-01-16
376,002215,诺普信,10.07,0.1,30,业绩说明会,董事会秘书 莫谋钧,电话会议,2025-01-15,2025-01-16
377,301285,鸿日达,30.01,-1.38,29,"特定对象调研,现场参观","副总经理、董事会秘书 蔡飞鸣,东台润田精密科技有限公司(全资子公司)总经理 宋世勇,半导体材料事业部负责人 万敏阳",东台润田精密科技有限公司(全资子公司)报告厅,2025-01-15,2025-01-16
378,002780,三夫户外,11.59,2.57,26,现场参观,"董事长、总经理 张恒,X-BIONIC品牌总经理 林冬青,董事会秘书 秦亚敏",X-BIONIC上海旗舰店,2025-01-16,2025-01-16
379,002791,坚朗五金,23.05,1.05,26,电话会议,"董事长 白宝鲲,董事会秘书 殷建忠,财务总监 邹志敏",腾讯会议,2025-01-16,2025-01-16
380,688100,威胜信息,36.48,-0.44,18,券商策略会,"副总裁、董事会秘书、财务总监 钟喜玉,战略发展中心总经理 吴浩,证券事务代表 余萱,投资者关系经理 张乐维",,2025-01-16,2025-01-16
381,002965,祥鑫科技,49.21,-2.75,17,"现场参观,电话会议","董事、副总经理、董事会秘书 陈振海,投资者关系负责人 曹家绮","参会平台:腾讯会议,现场参观:广东省东莞市长安镇长安建安路893号祥鑫科技股份有限公司",2025-01-14,2025-01-16
382,300718,长盛轴承,68.0,-2.65,17,特定对象调研,"董事会秘书 何寅,证券事务代表 颜希勇",公司会议室,2025-01-14,2025-01-16
383,601686,友发集团,5.41,0.56,17,特定对象调研,"董事会秘书 郭锐,证券事务代表 张羽",公司会议室;电话会议,2025-01-14,2025-01-16
384,000713,丰乐种业,7.46,0.54,16,"特定对象调研,分析师会议,电话会议",董事会秘书 顾晓新,,2025-01-16,2025-01-16
385,002124,ST天邦,2.83,-5.03,14,野村东方国际证券电话交流会,"董事会秘书 章湘云,证券事务代表 胡尔丹",电话会议,2025-01-15,2025-01-16
386,002138,顺络电子,32.11,1.13,11,"特定对象调研,现场会议","董事会秘书 任怡,证券事务代表 张易弛",公司会议室,2025-01-15,2025-01-16
387,301596,瑞迪智驱,159.01,14.33,10,"特定对象调研,现场参观","董事、董事会秘书、副总经理 刘兰,证券事务代表 朱亚兰",成都市双流区西航港大道中四段909号,2025-01-15,2025-01-16
388,003016,欣贺股份,7.4,2.78,9,电话会议,"董事会秘书、副总经理 朱晓峰,品牌公关推广负责人 刘陈足嘉",公司会议室,2025-01-16,2025-01-16
389,688139,海尔生物,32.62,-0.58,8,"特定对象调研,电话会议,现场会议","证券事务代表 刘向青,投资者关系经理 宋佳峻",,2025-01-15,2025-01-16
390,688179,阿拉丁,15.53,0.78,8,"现场交流,线上交流",董事、副总经理、董事会秘书 赵新安,,2025-01-14,2025-01-16
391,688535,华海诚科,93.69,2.62,7,特定对象调研,"董事会秘书 董东峰,证券事务代表 钱云,证券事务专员 张雅婷",现场,2025-01-16,2025-01-16
392,688065,凯赛生物,43.83,1.69,7,特定对象调研,"副总裁、董事会秘书 臧慧卿,战略发展部总监 郑倩,证券事务代表 刘嘉雨",公司现场,2025-01-14,2025-01-16
393,000928,中钢国际,6.36,0.0,6,特定对象调研,"副总经理、财务总监、董事会秘书 袁陆生,董事会办公室主任 戚欣",公司2602会议室,2025-01-15,2025-01-16
394,300016,北陆药业,6.77,5.12,6,特定对象调研,"董事会秘书 邵泽慧,证券事务代表 孙志芳",公司会议室,2025-01-15,2025-01-16
395,688143,长盈通,27.58,3.72,6,实地调研,总裁办总经理 郭淼,武汉,2025-01-15,2025-01-16
396,300350,华鹏飞,5.54,2.4,6,"特定对象调研,现场","董事会秘书 程渝淇,证券事务代表 张磊,证券事务助理 汪泳展",公司会议室,2025-01-14,2025-01-16
397,300218,安利股份,16.16,0.12,5,"特定对象调研,现场参观","董事会秘书、副总经理 刘松霞,证券事务代表 陈丽婷,证券助理 高杰晶",公司行政楼906会议室,2025-01-16,2025-01-16
398,301362,民爆光电,39.24,0.1,5,"特定对象调研,现场调研","副总经理、董事、董事会秘书 黄金元,证券事务代表 李娜",深圳市宝安区福永街道(福园一路西侧)润恒工业厂区2栋5楼会议室,2025-01-16,2025-01-16
399,688210,统联精密,19.8,0.0,5,特定对象调研,"董事会秘书 黄蓉芳,证券事务代表 唐磊,证券事务专员 吕一波",公司会议室,2025-01-13,2025-01-16
400,001965,招商公路,12.22,-0.97,4,特定对象调研,资本运营部(董办)副总经理 施惊雷,公司会议室,2025-01-16,2025-01-16
401,002483,润邦股份,6.14,-0.65,4,特定对象调研,"副总裁、董事会秘书 谢贵兴,证券事务代表 刘聪,证券事务专员 窦晓林",公司全资子公司南通润邦重机有限公司,2025-01-16,2025-01-16
402,002534,西子洁能,12.9,1.74,4,"特定对象调研,线上交流会","董事会秘书 鲍瑾,投资者关系管理专员 孟雪瑶",公司会议室,2025-01-16,2025-01-16
403,603323,苏农银行,5.29,-0.38,4,"特定对象调研,现场会议","董事会秘书,证券事务代表,董事会办公室相关人员",苏州农商银行总行401会议室,2025-01-16,2025-01-16
404,002273,水晶光电,23.32,0.0,4,"特定对象调研,线上调研",IR,,2025-01-15,2025-01-16
405,002856,美芝股份,9.31,1.75,4,"特定对象调研,现场参观",证券事务代表 叶文汉,公司会议室,2025-01-15,2025-01-16
406,301039,中集车辆,9.15,-0.65,4,"分析师会议,路演活动","中集车辆投资者关系经理 闫维,中集车辆投资者关系部 朱乐瑶",上海,2025-01-13,2025-01-16
407,300705,九典制药,16.29,1.24,3,特定对象调研,"副总经理、董事会秘书 曾蕾,证券事务代表 甘荣",公司会议室,2025-01-16,2025-01-16
408,605086,龙高股份,29.06,2.14,3,现场交流,"公司董事会秘书 熊斌,生产总监 沈滨和,证券事务代表 黄伟斌",龙岩高岭土股份有限公司,2025-01-15,2025-01-16
409,688380,中微半导,31.02,0.39,3,特定对象调研,董事会秘书、财务总监 吴新元,公司,2025-01-15,2025-01-16
410,833819,颖泰生物,3.46,1.17,3,特定对象调研,"财务负责人 杨玉松,证券事务代表 樊雅荣,制剂业务负责人 廖永,市场登记负责人 茹李军",线上调研,2025-01-15,2025-01-16
411,920016,中草香料,22.59,5.86,3,"特定对象调研,现场参观",董事会秘书 赵娅,公司会议室、厂区,2025-01-15,2025-01-16
412,000811,冰轮环境,11.83,-1.58,2,特定对象调研,董事会秘书 孙秀欣,腾讯会议,2025-01-16,2025-01-16
413,002463,沪电股份,39.19,0.23,2,特定对象调研,"钱元君,王术梅",公司会议室,2025-01-16,2025-01-16
414,002916,深南电路,129.2,5.19,2,"特定对象调研,实地调研","副总经理、董事会秘书 张丽君,投资者关系经理 郭家旭",公司会议室,2025-01-16,2025-01-16
415,300752,隆利科技,19.18,2.51,2,特定对象调研,"副总经理、董事会秘书 刘俊丽,证券事务代表 李姝涵",电话会议,2025-01-16,2025-01-16
416,600392,盛和资源,11.28,-0.53,2,特定对象调研,"董事会秘书 郭晓雷,证券代表 陈冬梅",公司会议室,2025-01-16,2025-01-16
417,002003,伟星股份,13.94,-0.99,2,电话会议,谢瑾琨等,,2025-01-15,2025-01-16
418,002024,ST易购,2.02,-2.42,2,现场参观,"杭州大区总经理 孙钦龙,杭州大区门店经营中心总经理 王鑫,SuningMax杭州庆春路店店长 朱彬",SuningMax杭州庆春路店,2025-01-15,2025-01-16
419,301039,中集车辆,9.15,-0.65,2,"分析师会议,路演活动","中集车辆投资者关系经理 闫维,中集车辆投资者关系部 朱乐瑶",上海,2025-01-14,2025-01-16
420,301362,民爆光电,39.24,0.1,2,"特定对象调研,现场调研","副总经理、董事、董事会秘书 黄金元,证券事务代表 李娜",深圳市宝安区福永街道(福园一路西侧)润恒工业厂区2栋5楼会议室,2025-01-14,2025-01-16
421,688143,长盈通,27.58,3.72,2,实地调研,总裁办总经理 郭淼,武汉,2025-01-14,2025-01-16
422,000776,广发证券,15.89,-0.13,1,"其他,电话会议","董事会办公室 王强,董事会办公室 李经天",公司51楼会议室,2025-01-16,2025-01-16
423,002142,宁波银行,25.28,0.16,1,"特定对象调研,电话会议",公司投关团队,电话会议,2025-01-16,2025-01-16
424,300179,四方达,10.08,2.34,1,特定对象调研,"财务总监 李炎臻,董事会秘书 刘海兵,证券事务代表 杨易硕",四方达,2025-01-16,2025-01-16
425,002594,比亚迪,330.13,0.99,1,电话会议,"吴越,常恩铭",比亚迪六角大楼,2025-01-15,2025-01-16
426,300320,海达股份,9.71,1.25,1,特定对象调研,董事、副总经理、董事会秘书 胡蕴新,公司会议室,2025-01-15,2025-01-16
427,603013,亚普股份,15.4,-0.96,1,特定对象调研,"崔龙峰,朱磊,杨琳,尤家康",公司会议室,2025-01-15,2025-01-16
428,000988,华工科技,40.82,-0.95,65,"特定对象调研,电话会议","华工科技董事、副总经理、董事会秘书 刘含树,华工科技证券事务代表 姚永川,华工科技投资者关系主管 陶雪芷",公司会议室、线上电话会,2025-01-14,2025-01-15
429,300007,汉威科技,28.83,-1.2,49,电话会议,"苏州能斯达董事长、总经理 周震,证券事务代表 蒋宇辉,投资者关系经理 李颖",腾讯会议,2025-01-15,2025-01-15
430,603711,香飘飘,14.83,2.77,43,"特定对象调研,电话会议","董事会秘书、财务总监 邹勇坚,证券事务代表 李菁颖",浙江省杭州市新天地商务中心望座西楼13楼,2025-01-13,2025-01-15
431,003021,兆威机电,113.82,1.87,39,"特定对象调研,现场交流,线上会议交流","董事会秘书 牛东峰,投资者关系经理 王岚",深圳市宝安区燕罗街道燕川社区燕湖路62号办公楼,2025-01-15,2025-01-15
432,688141,杰华特,37.41,5.38,38,特定对象调研,"总经理、董事会秘书 马问问,市场和系统总监 李正兴",现场会议,2025-01-09,2025-01-15
433,688691,灿芯股份,81.0,2.9,37,特定对象调研,"董事长、总经理 庄志青,董事会秘书 沈文萍,董办工作人员 石啸天,梁砚卿",公司会议室,2025-01-15,2025-01-15
434,830839,万通液压,19.9,1.32,36,"特定对象调研,投资者线上交流会",公司董事、副总经理、董事会秘书 王梦君,线上会议调研,2025-01-14,2025-01-15
435,002966,苏州银行,7.6,-1.43,34,"特定对象调研,电话会议","董事会秘书 朱敏军,计划财务部总经理助理 沈若弢,风险管理部和董事会办公室相关人员",苏州银行总行10楼会议室,2025-01-13,2025-01-15
436,834058,华洋赛车,29.87,0.95,21,特定对象调研,董事会秘书 任宇,公司会议室线上交流会,2025-01-14,2025-01-15
437,002203,海亮股份,10.41,-1.33,21,"现场参观,机构交流会","董事会秘书 程疆,投资者关系总监 童莹莹",杭州市滨江区协同路368号海亮科研大厦会议室,2025-01-09,2025-01-15
438,002948,青岛银行,3.88,-1.02,16,特定对象调研,"本行高管,相关部门负责人,工作人员",青岛银行股份有限公司总行6楼会议室,2025-01-15,2025-01-15
439,002958,青农商行,2.99,-0.33,14,特定对象调研,本行高管及相关部门人员,本行4楼会议室,2025-01-15,2025-01-15
440,605086,龙高股份,29.06,2.14,12,现场交流,"公司董事会秘书 熊斌,生产总监 沈滨和,证券事务代表 黄伟斌",龙岩高岭土股份有限公司,2025-01-14,2025-01-15
441,688028,沃尔德,21.26,1.19,12,分析师会议,"公司董事长、总经理 陈继锋,公司副总经理、董事会秘书 陈焕超",电话会议,2025-01-13,2025-01-15
442,688292,浩瀚深度,24.48,5.29,10,特定对象调研,"副总经理、董事会秘书、财务总监 冯彦军,副总经理 窦伊男",公司会议室,2025-01-14,2025-01-15
443,301039,中集车辆,9.15,-0.65,9,"分析师会议,路演活动,东方财富证券2025年度策略会","中集车辆投资者关系经理 闫维,中集车辆投资者关系部 朱乐瑶","东方财富证券2025年度策略会,上海",2025-01-09,2025-01-15
444,300953,震裕科技,134.15,-2.52,8,现场参观,"董事、副总、模具事业部总经理 周茂伟,董事会秘书、副总 彭勇泉",现场调研,2025-01-15,2025-01-15
445,301267,华厦眼科,18.61,1.58,8,特定对象调研,"董事会秘书 曹乃恩,证券事务代表 沈石华",公司会议室,2025-01-14,2025-01-15
446,688656,浩欧博,93.6,8.91,7,现场参观,董事会秘书 谢爱香,苏州工业园区东堰里路9号,2025-01-14,2025-01-15
