时间,代码,名称,板块,相关信息
09:30:00,688716,中研股份,大笔买入,"113014,44.29000,-0.003375"
09:30:00,605555,德昌股份,大笔买入,"311600,26.78000,0.013243"
09:30:00,603072,天和磁材,大笔买入,"134300,35.28000,-0.010656"
09:30:00,600237,铜峰电子,大笔买入,"1881000,7.46000,0.081159"
09:30:00,603305,旭升集团,大笔买入,"1619400,17.71000,0.027262"
09:30:00,600190,ST锦港,大笔买入,"1922900,1.36000,-0.014493"
09:30:00,600355,精伦电子,大笔买入,"3290400,3.44000,0.017751"
09:30:00,600807,济高发展,大笔买入,"1610500,3.02000,0.000000"
09:30:00,603458,勘设股份,大笔买入,"349100,6.10000,0.028668"
09:30:00,603928,兴业股份,大笔买入,"1408600,10.70000,-0.035167"
09:30:00,688787,海天瑞声,大笔买入,"96139,125.00000,-0.023438"
09:30:00,603583,捷昌驱动,大笔买入,"593500,31.24000,0.023256"
09:30:00,688629,华丰科技,大笔买入,"382124,45.48000,0.010667"
09:30:00,688058,宝兰德,大笔买入,"294885,35.00000,-0.013251"
09:30:00,603311,金海高科,大笔买入,"419100,11.20000,-0.021834"
09:30:00,600580,卧龙电驱,大笔买入,"3134000,23.80000,-0.013676"
09:30:00,603636,南威软件,大笔买入,"3344500,13.27000,-0.052143"
09:30:00,600206,有研新材,大笔买入,"2231500,17.05000,0.013674"
09:30:00,601360,三六零,大笔买入,"7248300,12.84000,-0.025797"
09:30:00,688023,安恒信息,大笔买入,"652040,63.20000,0.010553"
09:30:00,600120,浙江东方,大笔买入,"118388100,6.78000,0.100649"
09:30:00,688653,康希通信,大笔买入,"951108,14.53000,0.064706"
09:30:00,600255,鑫科材料,大笔买入,"2208600,3.91000,-0.020050"
09:30:00,600410,华胜天成,大笔买入,"1826000,8.88000,-0.015521"
09:25:26,688515,裕太微-U,大笔买入,"69921,103.27000,0.009877"
09:25:26,603130,云中马,大笔买入,"63800,21.89000,0.018140"
09:25:26,688049,炬芯科技,大笔买入,"183294,52.39000,0.000382"
09:25:26,688004,博汇科技,大笔买入,"267165,18.50000,0.077461"
09:25:26,603880,南卫股份,大笔买入,"301800,4.90000,0.000000"
09:25:22,605069,正和生态,大笔买入,"346600,8.08000,-0.025332"
